year_film,year_ceremony,ceremony,category,name,film,winner,race
1958,1959,31,ACTOR IN A SUPPORTING ROLE,Burl Ives,The Big Country,TRUE,white
1958,1959,31,ACTOR IN A SUPPORTING ROLE,Arthur Kennedy,Some Came Running,FALSE,white
1958,1959,31,ACTOR IN A SUPPORTING ROLE,Gig Young,Teacher's Pet,FALSE,white
1959,1960,32,ACTOR IN A SUPPORTING ROLE,Hugh Griffith,Ben-Hur,TRUE,white
1959,1960,32,ACTOR IN A SUPPORTING ROLE,Arthur O'Connell,Anatomy of a Murder,FALSE,white
1959,1960,32,ACTOR IN A SUPPORTING ROLE,George C. Scott,Anatomy of a Murder,FALSE,white
1959,1960,32,ACTOR IN A SUPPORTING ROLE,Robert Vaughn,The Young Philadelphians,FALSE,white
1959,1960,32,ACTOR IN A SUPPORTING ROLE,Ed Wynn,The Diary of Anne Frank,FALSE,white
1960,1961,33,ACTOR IN A SUPPORTING ROLE,Peter Falk,"Murder, Inc.",FALSE,white
1960,1961,33,ACTOR IN A SUPPORTING ROLE,Jack Kruschen,The Apartment,FALSE,white
1960,1961,33,ACTOR IN A SUPPORTING ROLE,Sal Mineo,Exodus,FALSE,white
1960,1961,33,ACTOR IN A SUPPORTING ROLE,Peter Ustinov,Spartacus,TRUE,white
1960,1961,33,ACTOR IN A SUPPORTING ROLE,Chill Wills,The Alamo,FALSE,white
1961,1962,34,ACTOR IN A SUPPORTING ROLE,George Chakiris,West Side Story,TRUE,white
1961,1962,34,ACTOR IN A SUPPORTING ROLE,Montgomery Clift,Judgment at Nuremberg,FALSE,white
1961,1962,34,ACTOR IN A SUPPORTING ROLE,Peter Falk,Pocketful of Miracles,FALSE,white
1961,1962,34,ACTOR IN A SUPPORTING ROLE,Jackie Gleason,The Hustler,FALSE,white
1961,1962,34,ACTOR IN A SUPPORTING ROLE,George C. Scott,The Hustler,FALSE,white
1962,1963,35,ACTOR IN A SUPPORTING ROLE,Ed Begley,Sweet Bird of Youth,TRUE,white
1962,1963,35,ACTOR IN A SUPPORTING ROLE,Victor Buono,What Ever Happened to Baby Jane?,FALSE,white
1962,1963,35,ACTOR IN A SUPPORTING ROLE,Telly Savalas,Birdman of Alcatraz,FALSE,white
1962,1963,35,ACTOR IN A SUPPORTING ROLE,Omar Sharif,Lawrence of Arabia,FALSE,Middle-Eastern
1962,1963,35,ACTOR IN A SUPPORTING ROLE,Terence Stamp,Billy Budd,FALSE,white
1963,1964,36,ACTOR IN A SUPPORTING ROLE,Nick Adams,Twilight of Honor,FALSE,white
1963,1964,36,ACTOR IN A SUPPORTING ROLE,Bobby Darin,"Captain Newman, M.D.",FALSE,white
1963,1964,36,ACTOR IN A SUPPORTING ROLE,Melvyn Douglas,Hud,TRUE,white
1963,1964,36,ACTOR IN A SUPPORTING ROLE,Hugh Griffith,Tom Jones,FALSE,white
1963,1964,36,ACTOR IN A SUPPORTING ROLE,John Huston,The Cardinal,FALSE,white
1964,1965,37,ACTOR IN A SUPPORTING ROLE,John Gielgud,Becket,FALSE,white
1964,1965,37,ACTOR IN A SUPPORTING ROLE,Stanley Holloway,My Fair Lady,FALSE,white
1964,1965,37,ACTOR IN A SUPPORTING ROLE,Edmond O'Brien,Seven Days in May,FALSE,white
1964,1965,37,ACTOR IN A SUPPORTING ROLE,Lee Tracy,The Best Man,FALSE,white
1964,1965,37,ACTOR IN A SUPPORTING ROLE,Peter Ustinov,Topkapi,TRUE,white
1965,1966,38,ACTOR IN A SUPPORTING ROLE,Martin Balsam,A Thousand Clowns,TRUE,white
1965,1966,38,ACTOR IN A SUPPORTING ROLE,Ian Bannen,The Flight of the Phoenix,FALSE,white
1965,1966,38,ACTOR IN A SUPPORTING ROLE,Tom Courtenay,Doctor Zhivago,FALSE,white
1965,1966,38,ACTOR IN A SUPPORTING ROLE,Michael Dunn,Ship of Fools,FALSE,white
1965,1966,38,ACTOR IN A SUPPORTING ROLE,Frank Finlay,Othello,FALSE,white
1966,1967,39,ACTOR IN A SUPPORTING ROLE,Mako,The Sand Pebbles,FALSE,asian
1966,1967,39,ACTOR IN A SUPPORTING ROLE,James Mason,Georgy Girl,FALSE,white
1966,1967,39,ACTOR IN A SUPPORTING ROLE,Walter Matthau,The Fortune Cookie,TRUE,white
1966,1967,39,ACTOR IN A SUPPORTING ROLE,George Segal,Who's Afraid of Virginia Woolf?,FALSE,white
1966,1967,39,ACTOR IN A SUPPORTING ROLE,Robert Shaw,A Man for All Seasons,FALSE,white
1967,1968,40,ACTOR IN A SUPPORTING ROLE,John Cassavetes,The Dirty Dozen,FALSE,white
1967,1968,40,ACTOR IN A SUPPORTING ROLE,Gene Hackman,Bonnie and Clyde,FALSE,white
1967,1968,40,ACTOR IN A SUPPORTING ROLE,Cecil Kellaway,Guess Who's Coming to Dinner,FALSE,white
1967,1968,40,ACTOR IN A SUPPORTING ROLE,George Kennedy,Cool Hand Luke,TRUE,white
1967,1968,40,ACTOR IN A SUPPORTING ROLE,Michael J. Pollard,Bonnie and Clyde,FALSE,white
1968,1969,41,ACTOR IN A SUPPORTING ROLE,Jack Albertson,The Subject Was Roses,TRUE,white
1968,1969,41,ACTOR IN A SUPPORTING ROLE,Seymour Cassel,Faces,FALSE,white
1968,1969,41,ACTOR IN A SUPPORTING ROLE,Daniel Massey,Star!,FALSE,white
1968,1969,41,ACTOR IN A SUPPORTING ROLE,Jack Wild,Oliver!,FALSE,white
1968,1969,41,ACTOR IN A SUPPORTING ROLE,Gene Wilder,The Producers,FALSE,white
1969,1970,42,ACTOR IN A SUPPORTING ROLE,Rupert Crosse,The Reivers,FALSE,black
1969,1970,42,ACTOR IN A SUPPORTING ROLE,Elliott Gould,Bob & Carol & Ted & Alice,FALSE,white
1969,1970,42,ACTOR IN A SUPPORTING ROLE,Jack Nicholson,Easy Rider,FALSE,white
1969,1970,42,ACTOR IN A SUPPORTING ROLE,Anthony Quayle,Anne of the Thousand Days,FALSE,white
1969,1970,42,ACTOR IN A SUPPORTING ROLE,Gig Young,"They Shoot Horses, Don't They?",TRUE,white
1970,1971,43,ACTOR IN A SUPPORTING ROLE,Richard Castellano,Lovers and Other Strangers,FALSE,white
1970,1971,43,ACTOR IN A SUPPORTING ROLE,Chief Dan George,Little Big Man,FALSE,Indigenous Canadian
1970,1971,43,ACTOR IN A SUPPORTING ROLE,Gene Hackman,I Never Sang for My Father,FALSE,white
1970,1971,43,ACTOR IN A SUPPORTING ROLE,John Marley,Love Story,FALSE,white
1970,1971,43,ACTOR IN A SUPPORTING ROLE,John Mills,Ryan's Daughter,TRUE,white
1971,1972,44,ACTOR IN A SUPPORTING ROLE,Jeff Bridges,The Last Picture Show,FALSE,white
1971,1972,44,ACTOR IN A SUPPORTING ROLE,Leonard Frey,Fiddler on the Roof,FALSE,white
1971,1972,44,ACTOR IN A SUPPORTING ROLE,Richard Jaeckel,Sometimes a Great Notion,FALSE,white
1971,1972,44,ACTOR IN A SUPPORTING ROLE,Ben Johnson,The Last Picture Show,TRUE,white
1971,1972,44,ACTOR IN A SUPPORTING ROLE,Roy Scheider,The French Connection,FALSE,white
1972,1973,45,ACTOR IN A SUPPORTING ROLE,Eddie Albert,The Heartbreak Kid,FALSE,white
1972,1973,45,ACTOR IN A SUPPORTING ROLE,James Caan,The Godfather,FALSE,white
1972,1973,45,ACTOR IN A SUPPORTING ROLE,Robert Duvall,The Godfather,FALSE,white
1972,1973,45,ACTOR IN A SUPPORTING ROLE,Joel Grey,Cabaret,TRUE,white
1972,1973,45,ACTOR IN A SUPPORTING ROLE,Al Pacino,The Godfather,FALSE,white
1973,1974,46,ACTOR IN A SUPPORTING ROLE,Vincent Gardenia,Bang the Drum Slowly,FALSE,white
1973,1974,46,ACTOR IN A SUPPORTING ROLE,Jack Gilford,Save the Tiger,FALSE,white
1973,1974,46,ACTOR IN A SUPPORTING ROLE,John Houseman,The Paper Chase,TRUE,white
1973,1974,46,ACTOR IN A SUPPORTING ROLE,Jason Miller,The Exorcist,FALSE,white
1973,1974,46,ACTOR IN A SUPPORTING ROLE,Randy Quaid,The Last Detail,FALSE,white
1974,1975,47,ACTOR IN A SUPPORTING ROLE,Fred Astaire,The Towering Inferno,FALSE,white
1974,1975,47,ACTOR IN A SUPPORTING ROLE,Jeff Bridges,Thunderbolt and Lightfoot,FALSE,white
1974,1975,47,ACTOR IN A SUPPORTING ROLE,Robert De Niro,The Godfather Part II,TRUE,white
1974,1975,47,ACTOR IN A SUPPORTING ROLE,Michael V. Gazzo,The Godfather Part II,FALSE,white
1974,1975,47,ACTOR IN A SUPPORTING ROLE,Lee Strasberg,The Godfather Part II,FALSE,white
1975,1976,48,ACTOR IN A SUPPORTING ROLE,George Burns,The Sunshine Boys,TRUE,white
1975,1976,48,ACTOR IN A SUPPORTING ROLE,Brad Dourif,One Flew over the Cuckoo's Nest,FALSE,white
1975,1976,48,ACTOR IN A SUPPORTING ROLE,Burgess Meredith,The Day of the Locust,FALSE,white
1975,1976,48,ACTOR IN A SUPPORTING ROLE,Chris Sarandon,Dog Day Afternoon,FALSE,white
1975,1976,48,ACTOR IN A SUPPORTING ROLE,Jack Warden,Shampoo,FALSE,white
1976,1977,49,ACTOR IN A SUPPORTING ROLE,Ned Beatty,Network,FALSE,white
1976,1977,49,ACTOR IN A SUPPORTING ROLE,Burgess Meredith,Rocky,FALSE,white
1976,1977,49,ACTOR IN A SUPPORTING ROLE,Laurence Olivier,Marathon Man,FALSE,white
1976,1977,49,ACTOR IN A SUPPORTING ROLE,Jason Robards,All the President's Men,TRUE,white
1976,1977,49,ACTOR IN A SUPPORTING ROLE,Burt Young,Rocky,FALSE,white
1977,1978,50,ACTOR IN A SUPPORTING ROLE,Mikhail Baryshnikov,The Turning Point,FALSE,white
1977,1978,50,ACTOR IN A SUPPORTING ROLE,Peter Firth,Equus,FALSE,white
1977,1978,50,ACTOR IN A SUPPORTING ROLE,Alec Guinness,Star Wars,FALSE,white
1977,1978,50,ACTOR IN A SUPPORTING ROLE,Jason Robards,Julia,TRUE,white
1977,1978,50,ACTOR IN A SUPPORTING ROLE,Maximilian Schell,Julia,FALSE,white
1978,1979,51,ACTOR IN A SUPPORTING ROLE,Bruce Dern,Coming Home,FALSE,white
1978,1979,51,ACTOR IN A SUPPORTING ROLE,Richard Farnsworth,Comes a Horseman,FALSE,white
1978,1979,51,ACTOR IN A SUPPORTING ROLE,John Hurt,Midnight Express,FALSE,white
1978,1979,51,ACTOR IN A SUPPORTING ROLE,Christopher Walken,The Deer Hunter,TRUE,white
1978,1979,51,ACTOR IN A SUPPORTING ROLE,Jack Warden,Heaven Can Wait,FALSE,white
1979,1980,52,ACTOR IN A SUPPORTING ROLE,Melvyn Douglas,Being There,TRUE,white
1979,1980,52,ACTOR IN A SUPPORTING ROLE,Robert Duvall,Apocalypse Now,FALSE,white
1979,1980,52,ACTOR IN A SUPPORTING ROLE,Frederic Forrest,The Rose,FALSE,white
1979,1980,52,ACTOR IN A SUPPORTING ROLE,Justin Henry,Kramer vs. Kramer,FALSE,white
1979,1980,52,ACTOR IN A SUPPORTING ROLE,Mickey Rooney,The Black Stallion,FALSE,white
1980,1981,53,ACTOR IN A SUPPORTING ROLE,Judd Hirsch,Ordinary People,FALSE,white
1980,1981,53,ACTOR IN A SUPPORTING ROLE,Timothy Hutton,Ordinary People,TRUE,white
1980,1981,53,ACTOR IN A SUPPORTING ROLE,Michael O'Keefe,The Great Santini,FALSE,white
1980,1981,53,ACTOR IN A SUPPORTING ROLE,Joe Pesci,Raging Bull,FALSE,white
1980,1981,53,ACTOR IN A SUPPORTING ROLE,Jason Robards,Melvin and Howard,FALSE,white
1981,1982,54,ACTOR IN A SUPPORTING ROLE,James Coco,Only When I Laugh,FALSE,white
1981,1982,54,ACTOR IN A SUPPORTING ROLE,John Gielgud,Arthur,TRUE,white
1981,1982,54,ACTOR IN A SUPPORTING ROLE,Ian Holm,Chariots of Fire,FALSE,white
1981,1982,54,ACTOR IN A SUPPORTING ROLE,Jack Nicholson,Reds,FALSE,white
1981,1982,54,ACTOR IN A SUPPORTING ROLE,"Howard E. Rollins, Jr.",Ragtime,FALSE,white
1982,1983,55,ACTOR IN A SUPPORTING ROLE,Charles Durning,The Best Little Whorehouse in Texas,FALSE,white
1982,1983,55,ACTOR IN A SUPPORTING ROLE,"Louis Gossett, Jr.",An Officer and a Gentleman,TRUE,black
1982,1983,55,ACTOR IN A SUPPORTING ROLE,John Lithgow,The World According to Garp,FALSE,white
1982,1983,55,ACTOR IN A SUPPORTING ROLE,James Mason,The Verdict,FALSE,white
1982,1983,55,ACTOR IN A SUPPORTING ROLE,Robert Preston,Victor/Victoria,FALSE,white
1983,1984,56,ACTOR IN A SUPPORTING ROLE,Charles Durning,To Be or Not to Be,FALSE,white
1983,1984,56,ACTOR IN A SUPPORTING ROLE,John Lithgow,Terms of Endearment,FALSE,white
1983,1984,56,ACTOR IN A SUPPORTING ROLE,Jack Nicholson,Terms of Endearment,TRUE,white
1983,1984,56,ACTOR IN A SUPPORTING ROLE,Sam Shepard,The Right Stuff,FALSE,white
1983,1984,56,ACTOR IN A SUPPORTING ROLE,Rip Torn,Cross Creek,FALSE,white
1984,1985,57,ACTOR IN A SUPPORTING ROLE,Adolph Caesar,A Soldier's Story,FALSE,black
1984,1985,57,ACTOR IN A SUPPORTING ROLE,John Malkovich,Places in the Heart,FALSE,white
1984,1985,57,ACTOR IN A SUPPORTING ROLE,Noriyuki 'Pat' Morita,The Karate Kid,FALSE,asian
1984,1985,57,ACTOR IN A SUPPORTING ROLE,Haing S. Ngor,The Killing Fields,TRUE,asian
1984,1985,57,ACTOR IN A SUPPORTING ROLE,Ralph Richardson,"Greystoke: The Legend of Tarzan, Lord of the Apes",FALSE,white
1985,1986,58,ACTOR IN A SUPPORTING ROLE,Don Ameche,Cocoon,TRUE,white
1985,1986,58,ACTOR IN A SUPPORTING ROLE,Klaus Maria Brandauer,Out of Africa,FALSE,white
1985,1986,58,ACTOR IN A SUPPORTING ROLE,William Hickey,Prizzi's Honor,FALSE,white
1985,1986,58,ACTOR IN A SUPPORTING ROLE,Robert Loggia,Jagged Edge,FALSE,white
1985,1986,58,ACTOR IN A SUPPORTING ROLE,Eric Roberts,Runaway Train,FALSE,white
1986,1987,59,ACTOR IN A SUPPORTING ROLE,Tom Berenger,Platoon,FALSE,white
1986,1987,59,ACTOR IN A SUPPORTING ROLE,Michael Caine,Hannah and Her Sisters,TRUE,white
1986,1987,59,ACTOR IN A SUPPORTING ROLE,Willem Dafoe,Platoon,FALSE,white
1986,1987,59,ACTOR IN A SUPPORTING ROLE,Denholm Elliott,A Room with a View,FALSE,white
1986,1987,59,ACTOR IN A SUPPORTING ROLE,Dennis Hopper,Hoosiers,FALSE,white
1987,1988,60,ACTOR IN A SUPPORTING ROLE,Albert Brooks,Broadcast News,FALSE,white
1987,1988,60,ACTOR IN A SUPPORTING ROLE,Sean Connery,The Untouchables,TRUE,white
1987,1988,60,ACTOR IN A SUPPORTING ROLE,Morgan Freeman,Street Smart,FALSE,black
1987,1988,60,ACTOR IN A SUPPORTING ROLE,Vincent Gardenia,Moonstruck,FALSE,white
1987,1988,60,ACTOR IN A SUPPORTING ROLE,Denzel Washington,Cry Freedom,FALSE,black
1988,1989,61,ACTOR IN A SUPPORTING ROLE,Alec Guinness,Little Dorrit,FALSE,white
1988,1989,61,ACTOR IN A SUPPORTING ROLE,Kevin Kline,A Fish Called Wanda,TRUE,white
1988,1989,61,ACTOR IN A SUPPORTING ROLE,Martin Landau,Tucker The Man and His Dream,FALSE,white
1988,1989,61,ACTOR IN A SUPPORTING ROLE,River Phoenix,Running on Empty,FALSE,white
1988,1989,61,ACTOR IN A SUPPORTING ROLE,Dean Stockwell,Married to the Mob,FALSE,white
1989,1990,62,ACTOR IN A SUPPORTING ROLE,Danny Aiello,Do the Right Thing,FALSE,white
1989,1990,62,ACTOR IN A SUPPORTING ROLE,Dan Aykroyd,Driving Miss Daisy,FALSE,white
1989,1990,62,ACTOR IN A SUPPORTING ROLE,Marlon Brando,A Dry White Season,FALSE,white
1989,1990,62,ACTOR IN A SUPPORTING ROLE,Martin Landau,Crimes and Misdemeanors,FALSE,white
1989,1990,62,ACTOR IN A SUPPORTING ROLE,Denzel Washington,Glory,TRUE,black
1990,1991,63,ACTOR IN A SUPPORTING ROLE,Bruce Davison,Longtime Companion,FALSE,white
1990,1991,63,ACTOR IN A SUPPORTING ROLE,Andy Garcia,"The Godfather, Part III",FALSE,hispanic
1990,1991,63,ACTOR IN A SUPPORTING ROLE,Graham Greene,Dances With Wolves,FALSE,Indigenous Canadian
1990,1991,63,ACTOR IN A SUPPORTING ROLE,Al Pacino,Dick Tracy,FALSE,white
1990,1991,63,ACTOR IN A SUPPORTING ROLE,Joe Pesci,Good Fellas,TRUE,white
1991,1992,64,ACTOR IN A SUPPORTING ROLE,Tommy Lee Jones,JFK,FALSE,white
1991,1992,64,ACTOR IN A SUPPORTING ROLE,Harvey Keitel,Bugsy,FALSE,white
1991,1992,64,ACTOR IN A SUPPORTING ROLE,Ben Kingsley,Bugsy,FALSE,asian
1991,1992,64,ACTOR IN A SUPPORTING ROLE,Michael Lerner,Barton Fink,FALSE,white
1991,1992,64,ACTOR IN A SUPPORTING ROLE,Jack Palance,City Slickers,TRUE,white
1992,1993,65,ACTOR IN A SUPPORTING ROLE,Jaye Davidson,The Crying Game,FALSE,black
1992,1993,65,ACTOR IN A SUPPORTING ROLE,Gene Hackman,Unforgiven,TRUE,white
1992,1993,65,ACTOR IN A SUPPORTING ROLE,Jack Nicholson,A Few Good Men,FALSE,white
1992,1993,65,ACTOR IN A SUPPORTING ROLE,Al Pacino,Glengarry Glen Ross,FALSE,white
1992,1993,65,ACTOR IN A SUPPORTING ROLE,David Paymer,Mr. Saturday Night,FALSE,white
1993,1994,66,ACTOR IN A SUPPORTING ROLE,Leonardo DiCaprio,What's Eating Gilbert Grape,FALSE,white
1993,1994,66,ACTOR IN A SUPPORTING ROLE,Ralph Fiennes,Schindler's List,FALSE,white
1993,1994,66,ACTOR IN A SUPPORTING ROLE,Tommy Lee Jones,The Fugitive,TRUE,white
1993,1994,66,ACTOR IN A SUPPORTING ROLE,John Malkovich,In the Line of Fire,FALSE,white
1993,1994,66,ACTOR IN A SUPPORTING ROLE,Pete Postlethwaite,In the Name of the Father,FALSE,white
1994,1995,67,ACTOR IN A SUPPORTING ROLE,Samuel L. Jackson,Pulp Fiction,FALSE,black
1994,1995,67,ACTOR IN A SUPPORTING ROLE,Martin Landau,Ed Wood,TRUE,white
1994,1995,67,ACTOR IN A SUPPORTING ROLE,Chazz Palminteri,Bullets over Broadway,FALSE,white
1994,1995,67,ACTOR IN A SUPPORTING ROLE,Paul Scofield,Quiz Show,FALSE,white
1994,1995,67,ACTOR IN A SUPPORTING ROLE,Gary Sinise,Forrest Gump,FALSE,white
1995,1996,68,ACTOR IN A SUPPORTING ROLE,James Cromwell,Babe,FALSE,white
1995,1996,68,ACTOR IN A SUPPORTING ROLE,Ed Harris,Apollo 13,FALSE,white
1995,1996,68,ACTOR IN A SUPPORTING ROLE,Brad Pitt,12 Monkeys,FALSE,white
1995,1996,68,ACTOR IN A SUPPORTING ROLE,Tim Roth,Rob Roy,FALSE,white
1995,1996,68,ACTOR IN A SUPPORTING ROLE,Kevin Spacey,The Usual Suspects,TRUE,white
1996,1997,69,ACTOR IN A SUPPORTING ROLE,"Cuba Gooding, Jr.",Jerry Maguire,TRUE,black
1996,1997,69,ACTOR IN A SUPPORTING ROLE,William H. Macy,Fargo,FALSE,white
1996,1997,69,ACTOR IN A SUPPORTING ROLE,Armin Mueller-Stahl,Shine,FALSE,white
1996,1997,69,ACTOR IN A SUPPORTING ROLE,Edward Norton,Primal Fear,FALSE,white
1996,1997,69,ACTOR IN A SUPPORTING ROLE,James Woods,Ghosts of Mississippi,FALSE,white
1997,1998,70,ACTOR IN A SUPPORTING ROLE,Robert Forster,Jackie Brown,FALSE,white
1997,1998,70,ACTOR IN A SUPPORTING ROLE,Anthony Hopkins,Amistad,FALSE,white
1997,1998,70,ACTOR IN A SUPPORTING ROLE,Greg Kinnear,As Good as It Gets,FALSE,white
1997,1998,70,ACTOR IN A SUPPORTING ROLE,Burt Reynolds,Boogie Nights,FALSE,white
1997,1998,70,ACTOR IN A SUPPORTING ROLE,Robin Williams,Good Will Hunting,TRUE,white
1998,1999,71,ACTOR IN A SUPPORTING ROLE,James Coburn,Affliction,TRUE,white
1998,1999,71,ACTOR IN A SUPPORTING ROLE,Robert Duvall,A Civil Action,FALSE,white
1998,1999,71,ACTOR IN A SUPPORTING ROLE,Ed Harris,The Truman Show,FALSE,white
1998,1999,71,ACTOR IN A SUPPORTING ROLE,Geoffrey Rush,Shakespeare in Love,FALSE,white
1998,1999,71,ACTOR IN A SUPPORTING ROLE,Billy Bob Thornton,A Simple Plan,FALSE,white
1999,2000,72,ACTOR IN A SUPPORTING ROLE,Michael Caine,The Cider House Rules,TRUE,white
1999,2000,72,ACTOR IN A SUPPORTING ROLE,Tom Cruise,Magnolia,FALSE,white
1999,2000,72,ACTOR IN A SUPPORTING ROLE,Michael Clarke Duncan,The Green Mile,FALSE,black
1999,2000,72,ACTOR IN A SUPPORTING ROLE,Jude Law,The Talented Mr. Ripley,FALSE,white
1999,2000,72,ACTOR IN A SUPPORTING ROLE,Haley Joel Osment,The Sixth Sense,FALSE,white
2000,2001,73,ACTOR IN A SUPPORTING ROLE,Jeff Bridges,The Contender,FALSE,white
2000,2001,73,ACTOR IN A SUPPORTING ROLE,Willem Dafoe,Shadow of the Vampire,FALSE,white
2000,2001,73,ACTOR IN A SUPPORTING ROLE,Benicio Del Toro,Traffic,TRUE,hispanic
2000,2001,73,ACTOR IN A SUPPORTING ROLE,Albert Finney,Erin Brockovich,FALSE,white
2000,2001,73,ACTOR IN A SUPPORTING ROLE,Joaquin Phoenix,Gladiator,FALSE,white
2001,2002,74,ACTOR IN A SUPPORTING ROLE,Jim Broadbent,Iris,TRUE,white
2001,2002,74,ACTOR IN A SUPPORTING ROLE,Ethan Hawke,Training Day,FALSE,white
2001,2002,74,ACTOR IN A SUPPORTING ROLE,Ben Kingsley,Sexy Beast,FALSE,asian
2001,2002,74,ACTOR IN A SUPPORTING ROLE,Ian McKellen,The Lord of the Rings: The Fellowship of the Ring,FALSE,white
2001,2002,74,ACTOR IN A SUPPORTING ROLE,Jon Voight,Ali,FALSE,white
2002,2003,75,ACTOR IN A SUPPORTING ROLE,Chris Cooper,Adaptation,TRUE,white
2002,2003,75,ACTOR IN A SUPPORTING ROLE,Ed Harris,The Hours,FALSE,white
2002,2003,75,ACTOR IN A SUPPORTING ROLE,Paul Newman,Road to Perdition,FALSE,white
2002,2003,75,ACTOR IN A SUPPORTING ROLE,John C. Reilly,Chicago,FALSE,white
2002,2003,75,ACTOR IN A SUPPORTING ROLE,Christopher Walken,Catch Me If You Can,FALSE,white
2003,2004,76,ACTOR IN A SUPPORTING ROLE,Alec Baldwin,The Cooler,FALSE,white
2003,2004,76,ACTOR IN A SUPPORTING ROLE,Benicio Del Toro,21 Grams,FALSE,white
2003,2004,76,ACTOR IN A SUPPORTING ROLE,Djimon Hounsou,In America,FALSE,black
2003,2004,76,ACTOR IN A SUPPORTING ROLE,Tim Robbins,Mystic River,TRUE,white
2003,2004,76,ACTOR IN A SUPPORTING ROLE,Ken Watanabe,The Last Samurai,FALSE,asian
2004,2005,77,ACTOR IN A SUPPORTING ROLE,Alan Alda,The Aviator,FALSE,white
2004,2005,77,ACTOR IN A SUPPORTING ROLE,Thomas Haden Church,Sideways,FALSE,white
2004,2005,77,ACTOR IN A SUPPORTING ROLE,Jamie Foxx,Collateral,FALSE,black
2004,2005,77,ACTOR IN A SUPPORTING ROLE,Morgan Freeman,Million Dollar Baby,TRUE,black
2004,2005,77,ACTOR IN A SUPPORTING ROLE,Clive Owen,Closer,FALSE,white
2005,2006,78,ACTOR IN A SUPPORTING ROLE,George Clooney,Syriana,TRUE,white
2005,2006,78,ACTOR IN A SUPPORTING ROLE,Matt Dillon,Crash,FALSE,white
2005,2006,78,ACTOR IN A SUPPORTING ROLE,Paul Giamatti,Cinderella Man,FALSE,white
2005,2006,78,ACTOR IN A SUPPORTING ROLE,Jake Gyllenhaal,Brokeback Mountain,FALSE,white
2005,2006,78,ACTOR IN A SUPPORTING ROLE,William Hurt,A History of Violence,FALSE,white
2006,2007,79,ACTOR IN A SUPPORTING ROLE,Alan Arkin,Little Miss Sunshine,TRUE,white
2006,2007,79,ACTOR IN A SUPPORTING ROLE,Jackie Earle Haley,Little Children,FALSE,white
2006,2007,79,ACTOR IN A SUPPORTING ROLE,Djimon Hounsou,Blood Diamond,FALSE,black
2006,2007,79,ACTOR IN A SUPPORTING ROLE,Eddie Murphy,Dreamgirls,FALSE,black
2006,2007,79,ACTOR IN A SUPPORTING ROLE,Mark Wahlberg,The Departed,FALSE,white
2007,2008,80,ACTOR IN A SUPPORTING ROLE,Casey Affleck,The Assassination of Jesse James by the Coward Robert Ford,FALSE,white
2007,2008,80,ACTOR IN A SUPPORTING ROLE,Javier Bardem,No Country for Old Men,TRUE,white
2007,2008,80,ACTOR IN A SUPPORTING ROLE,Philip Seymour Hoffman,Charlie Wilson's War,FALSE,white
2007,2008,80,ACTOR IN A SUPPORTING ROLE,Hal Holbrook,Into the Wild,FALSE,white
2007,2008,80,ACTOR IN A SUPPORTING ROLE,Tom Wilkinson,Michael Clayton,FALSE,white
2008,2009,81,ACTOR IN A SUPPORTING ROLE,Josh Brolin,Milk,FALSE,white
2008,2009,81,ACTOR IN A SUPPORTING ROLE,Robert Downey Jr.,Tropic Thunder,FALSE,white
2008,2009,81,ACTOR IN A SUPPORTING ROLE,Philip Seymour Hoffman,Doubt,FALSE,white
2008,2009,81,ACTOR IN A SUPPORTING ROLE,Heath Ledger,The Dark Knight,TRUE,white
2008,2009,81,ACTOR IN A SUPPORTING ROLE,Michael Shannon,Revolutionary Road,FALSE,white
2009,2010,82,ACTOR IN A SUPPORTING ROLE,Matt Damon,Invictus,FALSE,white
2009,2010,82,ACTOR IN A SUPPORTING ROLE,Woody Harrelson,The Messenger,FALSE,white
2009,2010,82,ACTOR IN A SUPPORTING ROLE,Christopher Plummer,The Last Station,FALSE,white
2009,2010,82,ACTOR IN A SUPPORTING ROLE,Stanley Tucci,The Lovely Bones,FALSE,white
2009,2010,82,ACTOR IN A SUPPORTING ROLE,Christoph Waltz,Inglourious Basterds,TRUE,white
2010,2011,83,ACTOR IN A SUPPORTING ROLE,Christian Bale,The Fighter,TRUE,white
2010,2011,83,ACTOR IN A SUPPORTING ROLE,John Hawkes,Winter's Bone,FALSE,white
2010,2011,83,ACTOR IN A SUPPORTING ROLE,Jeremy Renner,The Town,FALSE,white
2010,2011,83,ACTOR IN A SUPPORTING ROLE,Mark Ruffalo,The Kids Are All Right,FALSE,white
2010,2011,83,ACTOR IN A SUPPORTING ROLE,Geoffrey Rush,The King's Speech,FALSE,white
2011,2012,84,ACTOR IN A SUPPORTING ROLE,Kenneth Branagh,My Week with Marilyn,FALSE,white
2011,2012,84,ACTOR IN A SUPPORTING ROLE,Jonah Hill,Moneyball,FALSE,white
2011,2012,84,ACTOR IN A SUPPORTING ROLE,Nick Nolte,Warrior,FALSE,white
2011,2012,84,ACTOR IN A SUPPORTING ROLE,Christopher Plummer,Beginners,TRUE,white
2011,2012,84,ACTOR IN A SUPPORTING ROLE,Max von Sydow,Extremely Loud & Incredibly Close,FALSE,white
2012,2013,85,ACTOR IN A SUPPORTING ROLE,Alan Arkin,Argo,FALSE,white
2012,2013,85,ACTOR IN A SUPPORTING ROLE,Robert De Niro,Silver Linings Playbook,FALSE,white
