id,year_film,year_ceremony,ceremony,category,name,film,winner,race,fixed_race
1068,1968,1969,41,ACTRESS IN A LEADING ROLE,Katharine Hepburn,The Lion in Winter,TRUE,white,white
1069,1968,1969,41,ACTRESS IN A LEADING ROLE,Patricia Neal,The Subject Was Roses,FALSE,white,white
1070,1968,1969,41,ACTRESS IN A LEADING ROLE,Vanessa Redgrave,Isadora,FALSE,white,white
1071,1968,1969,41,ACTRESS IN A LEADING ROLE,Barbra Streisand,Funny Girl,TRUE,white,white
1072,1968,1969,41,ACTRESS IN A LEADING ROLE,Joanne Woodward,"Rachel, Rachel",FALSE,white,white
1073,1969,1970,42,ACTRESS IN A LEADING ROLE,Genevieve Bujold,Anne of the Thousand Days,FALSE,white,white
1074,1969,1970,42,ACTRESS IN A LEADING ROLE,Jane Fonda,"They Shoot Horses, Don't They?",FALSE,white,white
1075,1969,1970,42,ACTRESS IN A LEADING ROLE,Liza Minnelli,The Sterile Cuckoo,FALSE,white,white
1076,1969,1970,42,ACTRESS IN A LEADING ROLE,Jean Simmons,The Happy Ending,FALSE,white,white
1077,1969,1970,42,ACTRESS IN A LEADING ROLE,Maggie Smith,The Prime of Miss Jean Brodie,TRUE,white,white
1078,1970,1971,43,ACTRESS IN A LEADING ROLE,Jane Alexander,The Great White Hope,FALSE,white,white
1079,1970,1971,43,ACTRESS IN A LEADING ROLE,Glenda Jackson,Women in Love,TRUE,white,white
1080,1970,1971,43,ACTRESS IN A LEADING ROLE,Ali MacGraw,Love Story,FALSE,white,white
1081,1970,1971,43,ACTRESS IN A LEADING ROLE,Sarah Miles,Ryan's Daughter,FALSE,white,white
1082,1970,1971,43,ACTRESS IN A LEADING ROLE,Carrie Snodgress,Diary of a Mad Housewife,FALSE,white,white
1083,1971,1972,44,ACTRESS IN A LEADING ROLE,Julie Christie,McCabe & Mrs. Miller,FALSE,white,white
1084,1971,1972,44,ACTRESS IN A LEADING ROLE,Jane Fonda,Klute,TRUE,white,white
1085,1971,1972,44,ACTRESS IN A LEADING ROLE,Glenda Jackson,Sunday Bloody Sunday,FALSE,white,white
1086,1971,1972,44,ACTRESS IN A LEADING ROLE,Vanessa Redgrave,"Mary, Queen of Scots",FALSE,white,white
1087,1971,1972,44,ACTRESS IN A LEADING ROLE,Janet Suzman,Nicholas and Alexandra,FALSE,white,white
1088,1972,1973,45,ACTRESS IN A LEADING ROLE,Liza Minnelli,Cabaret,TRUE,white,white
1089,1972,1973,45,ACTRESS IN A LEADING ROLE,Diana Ross,Lady Sings the Blues,FALSE,black,black
1090,1972,1973,45,ACTRESS IN A LEADING ROLE,Maggie Smith,Travels with My Aunt,FALSE,white,white
1091,1972,1973,45,ACTRESS IN A LEADING ROLE,Cicely Tyson,Sounder,FALSE,black,black
1092,1972,1973,45,ACTRESS IN A LEADING ROLE,Liv Ullmann,The Emigrants,FALSE,white,white
1093,1973,1974,46,ACTRESS IN A LEADING ROLE,Ellen Burstyn,The Exorcist,FALSE,white,white
1094,1973,1974,46,ACTRESS IN A LEADING ROLE,Glenda Jackson,A Touch of Class,TRUE,white,white
1095,1973,1974,46,ACTRESS IN A LEADING ROLE,Marsha Mason,Cinderella Liberty,FALSE,white,white
1096,1973,1974,46,ACTRESS IN A LEADING ROLE,Barbra Streisand,The Way We Were,FALSE,white,white
1097,1973,1974,46,ACTRESS IN A LEADING ROLE,Joanne Woodward,"Summer Wishes, Winter Dreams",FALSE,white,white
1098,1974,1975,47,ACTRESS IN A LEADING ROLE,Ellen Burstyn,Alice Doesn't Live Here Anymore,TRUE,white,white
1099,1974,1975,47,ACTRESS IN A LEADING ROLE,Diahann Carroll,Claudine,FALSE,black,black
1100,1974,1975,47,ACTRESS IN A LEADING ROLE,Faye Dunaway,Chinatown,FALSE,white,white
1101,1974,1975,47,ACTRESS IN A LEADING ROLE,Valerie Perrine,Lenny,FALSE,white,white
1102,1974,1975,47,ACTRESS IN A LEADING ROLE,Gena Rowlands,A Woman under the Influence,FALSE,white,white
1103,1975,1976,48,ACTRESS IN A LEADING ROLE,Isabelle Adjani,The Story of Adele H.,FALSE,white,white
1104,1975,1976,48,ACTRESS IN A LEADING ROLE,Ann-Margret,Tommy,FALSE,white,white
1105,1975,1976,48,ACTRESS IN A LEADING ROLE,Louise Fletcher,One Flew over the Cuckoo's Nest,TRUE,white,white
1106,1975,1976,48,ACTRESS IN A LEADING ROLE,Glenda Jackson,Hedda,FALSE,white,white
1107,1975,1976,48,ACTRESS IN A LEADING ROLE,Carol Kane,Hester Street,FALSE,white,white
1108,1976,1977,49,ACTRESS IN A LEADING ROLE,Marie-Christine Barrault,"Cousin, Cousine",FALSE,white,white
1109,1976,1977,49,ACTRESS IN A LEADING ROLE,Faye Dunaway,Network,TRUE,white,white
1110,1976,1977,49,ACTRESS IN A LEADING ROLE,Talia Shire,Rocky,FALSE,white,white
1111,1976,1977,49,ACTRESS IN A LEADING ROLE,Sissy Spacek,Carrie,FALSE,white,white
1112,1976,1977,49,ACTRESS IN A LEADING ROLE,Liv Ullmann,Face to Face,FALSE,white,white
1113,1977,1978,50,ACTRESS IN A LEADING ROLE,Anne Bancroft,The Turning Point,FALSE,white,white
1114,1977,1978,50,ACTRESS IN A LEADING ROLE,Jane Fonda,Julia,FALSE,white,white
1115,1977,1978,50,ACTRESS IN A LEADING ROLE,Diane Keaton,Annie Hall,TRUE,white,white
1116,1977,1978,50,ACTRESS IN A LEADING ROLE,Shirley MacLaine,The Turning Point,FALSE,white,white
1117,1977,1978,50,ACTRESS IN A LEADING ROLE,Marsha Mason,The Goodbye Girl,FALSE,white,white
1118,1978,1979,51,ACTRESS IN A LEADING ROLE,Ingrid Bergman,Autumn Sonata,FALSE,white,white
1119,1978,1979,51,ACTRESS IN A LEADING ROLE,Ellen Burstyn,"Same Time, Next Year",FALSE,white,white
1120,1978,1979,51,ACTRESS IN A LEADING ROLE,Jill Clayburgh,An Unmarried Woman,FALSE,white,white
1121,1978,1979,51,ACTRESS IN A LEADING ROLE,Jane Fonda,Coming Home,TRUE,white,white
1122,1978,1979,51,ACTRESS IN A LEADING ROLE,Geraldine Page,Interiors,FALSE,white,white
1123,1979,1980,52,ACTRESS IN A LEADING ROLE,Jill Clayburgh,Starting Over,FALSE,white,white
1124,1979,1980,52,ACTRESS IN A LEADING ROLE,Sally Field,Norma Rae,TRUE,white,white
1125,1979,1980,52,ACTRESS IN A LEADING ROLE,Jane Fonda,The China Syndrome,FALSE,white,white
1126,1979,1980,52,ACTRESS IN A LEADING ROLE,Marsha Mason,Chapter Two,FALSE,white,white
1127,1979,1980,52,ACTRESS IN A LEADING ROLE,Bette Midler,The Rose,FALSE,white,white
1128,1980,1981,53,ACTRESS IN A LEADING ROLE,Ellen Burstyn,Resurrection,FALSE,white,white
1129,1980,1981,53,ACTRESS IN A LEADING ROLE,Goldie Hawn,Private Benjamin,FALSE,white,white
1130,1980,1981,53,ACTRESS IN A LEADING ROLE,Mary Tyler Moore,Ordinary People,FALSE,white,white
1131,1980,1981,53,ACTRESS IN A LEADING ROLE,Gena Rowlands,Gloria,FALSE,white,white
1132,1980,1981,53,ACTRESS IN A LEADING ROLE,Sissy Spacek,Coal Miner's Daughter,TRUE,white,white
1133,1981,1982,54,ACTRESS IN A LEADING ROLE,Katharine Hepburn,On Golden Pond,TRUE,white,white
1134,1981,1982,54,ACTRESS IN A LEADING ROLE,Diane Keaton,Reds,FALSE,white,white
1135,1981,1982,54,ACTRESS IN A LEADING ROLE,Marsha Mason,Only When I Laugh,FALSE,white,white
1136,1981,1982,54,ACTRESS IN A LEADING ROLE,Susan Sarandon,Atlantic City,FALSE,white,white
1137,1981,1982,54,ACTRESS IN A LEADING ROLE,Meryl Streep,The French Lieutenant's Woman,FALSE,white,white
1138,1982,1983,55,ACTRESS IN A LEADING ROLE,Julie Andrews,Victor/Victoria,FALSE,white,white
1139,1982,1983,55,ACTRESS IN A LEADING ROLE,Jessica Lange,Frances,FALSE,white,white
1140,1982,1983,55,ACTRESS IN A LEADING ROLE,Sissy Spacek,Missing,FALSE,white,white
1141,1982,1983,55,ACTRESS IN A LEADING ROLE,Meryl Streep,Sophie's Choice,TRUE,white,white
1142,1982,1983,55,ACTRESS IN A LEADING ROLE,Debra Winger,An Officer and a Gentleman,FALSE,white,white
1143,1983,1984,56,ACTRESS IN A LEADING ROLE,Jane Alexander,Testament,FALSE,white,white
1144,1983,1984,56,ACTRESS IN A LEADING ROLE,Shirley MacLaine,Terms of Endearment,TRUE,white,white
1145,1983,1984,56,ACTRESS IN A LEADING ROLE,Meryl Streep,Silkwood,FALSE,white,white
1146,1983,1984,56,ACTRESS IN A LEADING ROLE,Julie Walters,Educating Rita,FALSE,white,white
1147,1983,1984,56,ACTRESS IN A LEADING ROLE,Debra Winger,Terms of Endearment,FALSE,white,white
1148,1984,1985,57,ACTRESS IN A LEADING ROLE,Judy Davis,A Passage to India,FALSE,white,white
1149,1984,1985,57,ACTRESS IN A LEADING ROLE,Sally Field,Places in the Heart,TRUE,white,white
1150,1984,1985,57,ACTRESS IN A LEADING ROLE,Jessica Lange,Country,FALSE,white,white
1151,1984,1985,57,ACTRESS IN A LEADING ROLE,Vanessa Redgrave,The Bostonians,FALSE,white,white
1152,1984,1985,57,ACTRESS IN A LEADING ROLE,Sissy Spacek,The River,FALSE,white,white
1153,1985,1986,58,ACTRESS IN A LEADING ROLE,Anne Bancroft,Agnes of God,FALSE,white,white
1154,1985,1986,58,ACTRESS IN A LEADING ROLE,Whoopi Goldberg,The Color Purple,FALSE,black,black
1155,1985,1986,58,ACTRESS IN A LEADING ROLE,Jessica Lange,Sweet Dreams,FALSE,white,white
1156,1985,1986,58,ACTRESS IN A LEADING ROLE,Geraldine Page,The Trip to Bountiful,TRUE,white,white
1157,1985,1986,58,ACTRESS IN A LEADING ROLE,Meryl Streep,Out of Africa,FALSE,white,white
1158,1986,1987,59,ACTRESS IN A LEADING ROLE,Jane Fonda,The Morning After,FALSE,white,white
1159,1986,1987,59,ACTRESS IN A LEADING ROLE,Marlee Matlin,Children of a Lesser God,TRUE,white,white
1160,1986,1987,59,ACTRESS IN A LEADING ROLE,Sissy Spacek,Crimes of the Heart,FALSE,white,white
1161,1986,1987,59,ACTRESS IN A LEADING ROLE,Kathleen Turner,Peggy Sue Got Married,FALSE,white,white
1162,1986,1987,59,ACTRESS IN A LEADING ROLE,Sigourney Weaver,Aliens,FALSE,white,white
1163,1987,1988,60,ACTRESS IN A LEADING ROLE,Cher,Moonstruck,TRUE,white,white
1164,1987,1988,60,ACTRESS IN A LEADING ROLE,Glenn Close,Fatal Attraction,FALSE,white,white
1165,1987,1988,60,ACTRESS IN A LEADING ROLE,Holly Hunter,Broadcast News,FALSE,white,white
1166,1987,1988,60,ACTRESS IN A LEADING ROLE,Sally Kirkland,Anna,FALSE,white,white
1167,1987,1988,60,ACTRESS IN A LEADING ROLE,Meryl Streep,Ironweed,FALSE,white,white
1168,1988,1989,61,ACTRESS IN A LEADING ROLE,Glenn Close,Dangerous Liaisons,FALSE,white,white
1169,1988,1989,61,ACTRESS IN A LEADING ROLE,Jodie Foster,The Accused,TRUE,white,white
1170,1988,1989,61,ACTRESS IN A LEADING ROLE,Melanie Griffith,Working Girl,FALSE,white,white
1171,1988,1989,61,ACTRESS IN A LEADING ROLE,Meryl Streep,A Cry in the Dark,FALSE,white,white
1172,1988,1989,61,ACTRESS IN A LEADING ROLE,Sigourney Weaver,Gorillas in the Mist,FALSE,white,white
1173,1989,1990,62,ACTRESS IN A LEADING ROLE,Isabelle Adjani,Camille Claudel,FALSE,white,white
1174,1989,1990,62,ACTRESS IN A LEADING ROLE,Pauline Collins,Shirley Valentine,FALSE,white,white
1175,1989,1990,62,ACTRESS IN A LEADING ROLE,Jessica Lange,Music Box,FALSE,white,white
1176,1989,1990,62,ACTRESS IN A LEADING ROLE,Michelle Pfeiffer,The Fabulous Baker Boys,FALSE,white,white
1177,1989,1990,62,ACTRESS IN A LEADING ROLE,Jessica Tandy,Driving Miss Daisy,TRUE,white,white
1178,1990,1991,63,ACTRESS IN A LEADING ROLE,Kathy Bates,Misery,TRUE,white,white
1179,1990,1991,63,ACTRESS IN A LEADING ROLE,Anjelica Huston,The Grifters,FALSE,white,white
1180,1990,1991,63,ACTRESS IN A LEADING ROLE,Julia Roberts,Pretty Woman,FALSE,white,white
1181,1990,1991,63,ACTRESS IN A LEADING ROLE,Meryl Streep,Postcards from the Edge,FALSE,white,white
1182,1990,1991,63,ACTRESS IN A LEADING ROLE,Joanne Woodward,Mr. & Mrs. Bridge,FALSE,white,white
1183,1991,1992,64,ACTRESS IN A LEADING ROLE,Geena Davis,Thelma & Louise,FALSE,white,white
1184,1991,1992,64,ACTRESS IN A LEADING ROLE,Laura Dern,Rambling Rose,FALSE,white,white
1185,1991,1992,64,ACTRESS IN A LEADING ROLE,Jodie Foster,The Silence of the Lambs,TRUE,white,white
1186,1991,1992,64,ACTRESS IN A LEADING ROLE,Bette Midler,For the Boys,FALSE,white,white
1187,1991,1992,64,ACTRESS IN A LEADING ROLE,Susan Sarandon,Thelma & Louise,FALSE,white,white
1188,1992,1993,65,ACTRESS IN A LEADING ROLE,Catherine Deneuve,Indochine,FALSE,white,white
1189,1992,1993,65,ACTRESS IN A LEADING ROLE,Mary McDonnell,Passion Fish,FALSE,white,white
1190,1992,1993,65,ACTRESS IN A LEADING ROLE,Michelle Pfeiffer,Love Field,FALSE,white,white
1191,1992,1993,65,ACTRESS IN A LEADING ROLE,Susan Sarandon,Lorenzo's Oil,FALSE,white,white
1192,1992,1993,65,ACTRESS IN A LEADING ROLE,Emma Thompson,Howards End,TRUE,white,white
1193,1993,1994,66,ACTRESS IN A LEADING ROLE,Angela Bassett,What's Love Got to Do with It,FALSE,black,black
1194,1993,1994,66,ACTRESS IN A LEADING ROLE,Stockard Channing,Six Degrees of Separation,FALSE,white,white
1195,1993,1994,66,ACTRESS IN A LEADING ROLE,Holly Hunter,The Piano,TRUE,white,white
1196,1993,1994,66,ACTRESS IN A LEADING ROLE,Emma Thompson,The Remains of the Day,FALSE,white,white
1197,1993,1994,66,ACTRESS IN A LEADING ROLE,Debra Winger,Shadowlands,FALSE,white,white
1198,1994,1995,67,ACTRESS IN A LEADING ROLE,Jodie Foster,Nell,FALSE,white,white
1199,1994,1995,67,ACTRESS IN A LEADING ROLE,Jessica Lange,Blue Sky,TRUE,white,white
1200,1994,1995,67,ACTRESS IN A LEADING ROLE,Miranda Richardson,Tom & Viv,FALSE,white,white
1201,1994,1995,67,ACTRESS IN A LEADING ROLE,Winona Ryder,Little Women,FALSE,white,white
1202,1994,1995,67,ACTRESS IN A LEADING ROLE,Susan Sarandon,The Client,FALSE,white,white
1203,1995,1996,68,ACTRESS IN A LEADING ROLE,Susan Sarandon,Dead Man Walking,TRUE,white,white
1204,1995,1996,68,ACTRESS IN A LEADING ROLE,Elisabeth Shue,Leaving Las Vegas,FALSE,white,white
1205,1995,1996,68,ACTRESS IN A LEADING ROLE,Sharon Stone,Casino,FALSE,white,white
1206,1995,1996,68,ACTRESS IN A LEADING ROLE,Meryl Streep,The Bridges of Madison County,FALSE,white,white
1207,1995,1996,68,ACTRESS IN A LEADING ROLE,Emma Thompson,Sense and Sensibility,FALSE,white,white
1208,1996,1997,69,ACTRESS IN A LEADING ROLE,Brenda Blethyn,Secrets & Lies,FALSE,white,white
1209,1996,1997,69,ACTRESS IN A LEADING ROLE,Diane Keaton,Marvin's Room,FALSE,white,white
1210,1996,1997,69,ACTRESS IN A LEADING ROLE,Frances McDormand,Fargo,TRUE,white,white
1211,1996,1997,69,ACTRESS IN A LEADING ROLE,Kristin Scott Thomas,The English Patient,FALSE,white,white
1212,1996,1997,69,ACTRESS IN A LEADING ROLE,Emily Watson,Breaking the Waves,FALSE,white,white
1213,1997,1998,70,ACTRESS IN A LEADING ROLE,Helena Bonham Carter,The Wings of the Dove,FALSE,white,white
1214,1997,1998,70,ACTRESS IN A LEADING ROLE,Julie Christie,Afterglow,FALSE,white,white
1215,1997,1998,70,ACTRESS IN A LEADING ROLE,Judi Dench,Mrs. Brown,FALSE,white,white
1216,1997,1998,70,ACTRESS IN A LEADING ROLE,Helen Hunt,As Good as It Gets,TRUE,white,white
1217,1997,1998,70,ACTRESS IN A LEADING ROLE,Kate Winslet,Titanic,FALSE,white,white
1218,1998,1999,71,ACTRESS IN A LEADING ROLE,Cate Blanchett,Elizabeth,FALSE,white,white
1219,1998,1999,71,ACTRESS IN A LEADING ROLE,Fernanda Montenegro,Central Station,FALSE,hispanic,hispanic
1220,1998,1999,71,ACTRESS IN A LEADING ROLE,Gwyneth Paltrow,Shakespeare in Love,TRUE,white,white
1221,1998,1999,71,ACTRESS IN A LEADING ROLE,Meryl Streep,One True Thing,FALSE,white,white
1222,1998,1999,71,ACTRESS IN A LEADING ROLE,Emily Watson,Hilary and Jackie,FALSE,white,white
1223,1999,2000,72,ACTRESS IN A LEADING ROLE,Annette Bening,American Beauty,FALSE,white,white
1224,1999,2000,72,ACTRESS IN A LEADING ROLE,Janet McTeer,Tumbleweeds,FALSE,white,white
1225,1999,2000,72,ACTRESS IN A LEADING ROLE,Julianne Moore,The End of the Affair,FALSE,white,white
1226,1999,2000,72,ACTRESS IN A LEADING ROLE,Meryl Streep,Music of the Heart,FALSE,white,white
1227,1999,2000,72,ACTRESS IN A LEADING ROLE,Hilary Swank,Boys Don't Cry,TRUE,white,white
1228,2000,2001,73,ACTRESS IN A LEADING ROLE,Joan Allen,The Contender,FALSE,white,white
1229,2000,2001,73,ACTRESS IN A LEADING ROLE,Juliette Binoche,Chocolat,FALSE,white,white
1230,2000,2001,73,ACTRESS IN A LEADING ROLE,Ellen Burstyn,Requiem for a Dream,FALSE,white,white
1231,2000,2001,73,ACTRESS IN A LEADING ROLE,Laura Linney,You Can Count on Me,FALSE,white,white
1232,2000,2001,73,ACTRESS IN A LEADING ROLE,Julia Roberts,Erin Brockovich,TRUE,white,white
1233,2001,2002,74,ACTRESS IN A LEADING ROLE,Halle Berry,Monster's Ball,TRUE,black,black
1234,2001,2002,74,ACTRESS IN A LEADING ROLE,Judi Dench,Iris,FALSE,white,white
1235,2001,2002,74,ACTRESS IN A LEADING ROLE,Nicole Kidman,Moulin Rouge,FALSE,white,white
1236,2001,2002,74,ACTRESS IN A LEADING ROLE,Sissy Spacek,In the Bedroom,FALSE,white,white
1237,2001,2002,74,ACTRESS IN A LEADING ROLE,Renée Zellweger,Bridget Jones's Diary,FALSE,white,white
1238,2002,2003,75,ACTRESS IN A LEADING ROLE,Salma Hayek,Frida,FALSE,hispanic,hispanic
1239,2002,2003,75,ACTRESS IN A LEADING ROLE,Nicole Kidman,The Hours,TRUE,white,white
1240,2002,2003,75,ACTRESS IN A LEADING ROLE,Diane Lane,Unfaithful,FALSE,white,white
1241,2002,2003,75,ACTRESS IN A LEADING ROLE,Julianne Moore,Far from Heaven,FALSE,white,white
1242,2002,2003,75,ACTRESS IN A LEADING ROLE,Renée Zellweger,Chicago,FALSE,white,white
1243,2003,2004,76,ACTRESS IN A LEADING ROLE,Keisha Castle-Hughes,Whale Rider,FALSE,Maori,other
1244,2003,2004,76,ACTRESS IN A LEADING ROLE,Diane Keaton,Something's Gotta Give,FALSE,white,white
1245,2003,2004,76,ACTRESS IN A LEADING ROLE,Samantha Morton,In America,FALSE,white,white
1246,2003,2004,76,ACTRESS IN A LEADING ROLE,Charlize Theron,Monster,TRUE,white,white
1247,2003,2004,76,ACTRESS IN A LEADING ROLE,Naomi Watts,21 Grams,FALSE,white,white
1248,2004,2005,77,ACTRESS IN A LEADING ROLE,Annette Bening,Being Julia,FALSE,white,white
1249,2004,2005,77,ACTRESS IN A LEADING ROLE,Catalina Sandino Moreno,Maria Full of Grace,FALSE,hispanic,hispanic
1250,2004,2005,77,ACTRESS IN A LEADING ROLE,Imelda Staunton,Vera Drake,FALSE,white,white
1251,2004,2005,77,ACTRESS IN A LEADING ROLE,Hilary Swank,Million Dollar Baby,TRUE,white,white
1252,2004,2005,77,ACTRESS IN A LEADING ROLE,Kate Winslet,Eternal Sunshine of the Spotless Mind,FALSE,white,white
1253,2005,2006,78,ACTRESS IN A LEADING ROLE,Judi Dench,Mrs. Henderson Presents,FALSE,white,white
1254,2005,2006,78,ACTRESS IN A LEADING ROLE,Felicity Huffman,Transamerica,FALSE,white,white
1255,2005,2006,78,ACTRESS IN A LEADING ROLE,Keira Knightley,Pride & Prejudice,FALSE,white,white
1256,2005,2006,78,ACTRESS IN A LEADING ROLE,Charlize Theron,North Country,FALSE,white,white
1257,2005,2006,78,ACTRESS IN A LEADING ROLE,Reese Witherspoon,Walk the Line,TRUE,white,white
1258,2006,2007,79,ACTRESS IN A LEADING ROLE,Penélope Cruz,Volver,FALSE,white,white
1259,2006,2007,79,ACTRESS IN A LEADING ROLE,Judi Dench,Notes on a Scandal,FALSE,white,white
1260,2006,2007,79,ACTRESS IN A LEADING ROLE,Helen Mirren,The Queen,TRUE,white,white
1261,2006,2007,79,ACTRESS IN A LEADING ROLE,Meryl Streep,The Devil Wears Prada,FALSE,white,white
1262,2006,2007,79,ACTRESS IN A LEADING ROLE,Kate Winslet,Little Children,FALSE,white,white
1263,2007,2008,80,ACTRESS IN A LEADING ROLE,Cate Blanchett,Elizabeth: The Golden Age,FALSE,white,white
1264,2007,2008,80,ACTRESS IN A LEADING ROLE,Julie Christie,Away from Her,FALSE,white,white
1265,2007,2008,80,ACTRESS IN A LEADING ROLE,Marion Cotillard,La Vie en Rose,TRUE,white,white
1266,2007,2008,80,ACTRESS IN A LEADING ROLE,Laura Linney,The Savages,FALSE,white,white
1267,2007,2008,80,ACTRESS IN A LEADING ROLE,Ellen Page,Juno,FALSE,white,white
1268,2008,2009,81,ACTRESS IN A LEADING ROLE,Anne Hathaway,Rachel Getting Married,FALSE,white,white
1269,2008,2009,81,ACTRESS IN A LEADING ROLE,Angelina Jolie,Changeling,FALSE,white,white
1270,2008,2009,81,ACTRESS IN A LEADING ROLE,Melissa Leo,Frozen River,FALSE,white,white
1271,2008,2009,81,ACTRESS IN A LEADING ROLE,Meryl Streep,Doubt,FALSE,white,white
1272,2008,2009,81,ACTRESS IN A LEADING ROLE,Kate Winslet,The Reader,TRUE,white,white
1273,2009,2010,82,ACTRESS IN A LEADING ROLE,Sandra Bullock,The Blind Side,TRUE,white,white
1274,2009,2010,82,ACTRESS IN A LEADING ROLE,Helen Mirren,The Last Station,FALSE,white,white
1275,2009,2010,82,ACTRESS IN A LEADING ROLE,Carey Mulligan,An Education,FALSE,white,white
1276,2009,2010,82,ACTRESS IN A LEADING ROLE,Gabourey Sidibe,Precious: Based on the Novel 'Push' by Sapphire,FALSE,black,black
1277,2009,2010,82,ACTRESS IN A LEADING ROLE,Meryl Streep,Julie & Julia,FALSE,white,white
1278,2010,2011,83,ACTRESS IN A LEADING ROLE,Annette Bening,The Kids Are All Right,FALSE,white,white
1279,2010,2011,83,ACTRESS IN A LEADING ROLE,Nicole Kidman,Rabbit Hole,FALSE,white,white
1280,2010,2011,83,ACTRESS IN A LEADING ROLE,Jennifer Lawrence,Winter's Bone,FALSE,white,white
1281,2010,2011,83,ACTRESS IN A LEADING ROLE,Natalie Portman,Black Swan,TRUE,white,white
1282,2010,2011,83,ACTRESS IN A LEADING ROLE,Michelle Williams,Blue Valentine,FALSE,white,white
1283,2011,2012,84,ACTRESS IN A LEADING ROLE,Glenn Close,Albert Nobbs,FALSE,white,white
1284,2011,2012,84,ACTRESS IN A LEADING ROLE,Viola Davis,The Help,FALSE,black,black
1285,2011,2012,84,ACTRESS IN A LEADING ROLE,Rooney Mara,The Girl with the Dragon Tattoo,FALSE,white,white
1286,2011,2012,84,ACTRESS IN A LEADING ROLE,Meryl Streep,The Iron Lady,TRUE,white,white
1287,2011,2012,84,ACTRESS IN A LEADING ROLE,Michelle Williams,My Week with Marilyn,FALSE,white,white
1288,2012,2013,85,ACTRESS IN A LEADING ROLE,Jessica Chastain,Zero Dark Thirty,FALSE,white,white
1289,2012,2013,85,ACTRESS IN A LEADING ROLE,Jennifer Lawrence,Silver Linings Playbook,TRUE,white,white
1290,2012,2013,85,ACTRESS IN A LEADING ROLE,Emmanuelle Riva,Amour,FALSE,white,white
1291,2012,2013,85,ACTRESS IN A LEADING ROLE,Quvenzhané Wallis,Beasts of the Southern Wild,FALSE,black,black
1292,2012,2013,85,ACTRESS IN A LEADING ROLE,Naomi Watts,The Impossible,FALSE,white,white
1293,2013,2014,86,ACTRESS IN A LEADING ROLE,Amy Adams,American Hustle,FALSE,white,white
1294,2013,2014,86,ACTRESS IN A LEADING ROLE,Cate Blanchett,Blue Jasmine,TRUE,white,white
1295,2013,2014,86,ACTRESS IN A LEADING ROLE,Sandra Bullock,Gravity,FALSE,white,white
1296,2013,2014,86,ACTRESS IN A LEADING ROLE,Judi Dench,Philomena,FALSE,white,white
1297,2013,2014,86,ACTRESS IN A LEADING ROLE,Meryl Streep,August: Osage County,FALSE,white,white
1298,2014,2015,87,ACTRESS IN A LEADING ROLE,Marion Cotillard,"Two Days, One Night",FALSE,white,white
1299,2014,2015,87,ACTRESS IN A LEADING ROLE,Felicity Jones,The Theory of Everything,FALSE,white,white
1300,2014,2015,87,ACTRESS IN A LEADING ROLE,Julianne Moore,Still Alice,TRUE,white,white
1301,2014,2015,87,ACTRESS IN A LEADING ROLE,Rosamund Pike,Gone Girl,FALSE,white,white
1302,2014,2015,87,ACTRESS IN A LEADING ROLE,Reese Witherspoon,Wild,FALSE,white,white
1303,2015,2016,88,ACTRESS IN A LEADING ROLE,Cate Blanchett,Carol,FALSE,white,white
1304,2015,2016,88,ACTRESS IN A LEADING ROLE,Brie Larson,Room,TRUE,white,white
1305,2015,2016,88,ACTRESS IN A LEADING ROLE,Jennifer Lawrence,Joy,FALSE,white,white
1306,2015,2016,88,ACTRESS IN A LEADING ROLE,Charlotte Rampling,45 Years,FALSE,white,white
1307,2015,2016,88,ACTRESS IN A LEADING ROLE,Saoirse Ronan,Brooklyn,FALSE,white,white
1308,2016,2017,89,ACTRESS IN A LEADING ROLE,Isabelle Huppert,Elle,FALSE,white,white
1309,2016,2017,89,ACTRESS IN A LEADING ROLE,Ruth Negga,Loving,FALSE,black,black
1310,2016,2017,89,ACTRESS IN A LEADING ROLE,Natalie Portman,Jackie,FALSE,white,white
1311,2016,2017,89,ACTRESS IN A LEADING ROLE,Emma Stone,La La Land,TRUE,white,white
1312,2016,2017,89,ACTRESS IN A LEADING ROLE,Meryl Streep,Florence Foster Jenkins,FALSE,white,white
1313,2017,2018,90,ACTRESS IN A LEADING ROLE,Sally Hawkins,The Shape of Water,FALSE,white,white
1314,2017,2018,90,ACTRESS IN A LEADING ROLE,Frances McDormand,"Three Billboards outside Ebbing, Missouri",TRUE,white,white
1315,2017,2018,90,ACTRESS IN A LEADING ROLE,Margot Robbie,"I, Tonya",FALSE,white,white
1316,2017,2018,90,ACTRESS IN A LEADING ROLE,Saoirse Ronan,Lady Bird,FALSE,white,white
1317,2017,2018,90,ACTRESS IN A LEADING ROLE,Meryl Streep,The Post,FALSE,white,white
1318,2018,2019,91,ACTRESS IN A LEADING ROLE,Yalitza Aparicio,Roma,FALSE,Native Mexican,other
1319,2018,2019,91,ACTRESS IN A LEADING ROLE,Glenn Close,The Wife,FALSE,white,white
1320,2018,2019,91,ACTRESS IN A LEADING ROLE,Olivia Colman,The Favourite,TRUE,white,white
1321,2018,2019,91,ACTRESS IN A LEADING ROLE,Lady Gaga,A Star Is Born,FALSE,white,white
1322,2018,2019,91,ACTRESS IN A LEADING ROLE,Melissa McCarthy,Can You Ever Forgive Me?,FALSE,white,white
